,form,lemma
3774,"Målet om å øke avgangsalderen for seniorarbeidstagere har ført til at denne er økt noe ( seks måneder ) , men rapporten konkluderer med at målet om å få inn folk med redusert funksjonsevne har mislykkes .","mål om å øke avgangsalder for seniorarbeidstager ha føre til at denne være øke noe $( seks måned $) $, men rapport konkludere med at mål om å få inn folk med redusere funksjonsevne ha mislykkes $."
3775,Det som er interessant her er å se på virksomheter som ikke er IA-bedrifter .,det som være interessant her være å se på virksomhet som ikke være IA-bedrift $.
3776,Mange lar være å delta fordi de ikke har et sykefraværsproblem .,mange la være å delta fordi de ikke ha en sykefraværsproblem $.
3777,"Mer interessant er det å se på dem som har et sykefraværsproblem , men lar være å delta .","mye interessant være det å se på de som ha en sykefraværsproblem $, men la være å delta $."
3778,"Et børsnotert entreprenørselskap jeg kjenner , klarte å få ned sykefraværet fra ni prosent til tre prosent innen kort tid .","en børsnotere entreprenørselskap jeg kjenne $, klare å få ned sykefravær fra ni prosent til tre prosent innen kort tid $."
3779,Ledelsen valgte å sette søkelys på problemet på alle nivåer i organisasjonen .,ledelse velge å sette søkelys på problem på all nivå i organisasjon $.
3780,Arbeidsskadestatistikken ble oppdatert regelmessig og nøye analysert .,arbeidsskadestatistikk bli oppdatere regelmessig og nøye analysere $.
3781,"En serie tiltak ble innført der det var mest relevant , og ledere på alle nivåer måtte rapportere regelmessig om utviklingen .","en serie tiltak bli innføre der det være mye relevant $, og leder på all nivå måtte rapportere regelmessig om utvikling $."
3782,"Min påstand er at med kunnskap , vilje og styring kan alle virksomheter redusere sykefraværet .","min påstand være at med kunnskap $, vilje og styring kunne all virksomhet redusere sykefravær $."
3783,Problemene er spesifikke for den enkelte bedrift ; det som passer for byggebransjen passer ikke nødvendigvis for et departement .,problem være spesifikk for den enkelt bedrift $; det som passe for byggebransje passe ikke nødvendigvis for en departement $.
3784,"IA-avtalen , slik den fremstår i dag , er ikke egnet til å bidra nevneverdig til mindre sykefravær , særlig i staten og spesielt blant kvinner .","IA-avtale $, slik den fremstå i dag $, være ikke egne til å bidra nevneverdig til liten sykefravær $, særlig i stat og spesiell blant kvinne $."
3785,Når arbeidslivets parter er så ivrige etter å videreføre avtalen skyldes nok dette andre forhold .,når arbeidsliv part være så ivrig etter å videreføre avtale skyldes nok dette annen forhold $.
3786,Det mest nærliggende er at både arbeidstager- og arbeidsgiverorganisasjonene ønsker å legge lokk på diskusjonen om sykelønnsordningen .,det mye nærliggende være at både arbeidstager- og arbeidsgiverorganisasjon ønske å legge lokk på diskusjon om sykelønnsordning $.
3787,Sandman-utvalget utredet årsakene til den sterke økningen i sykefravær og uførepensjonering utover 1990-tallet .,Sandman-utvalget utrede årsak til den sterk økning i sykefravær og uførepensjonering utover 1990-tall $.
3788,Det foreslo at både arbeidstagere og arbeidsgivere i større grad skulle ansvarliggjøres .,det foreslå at både arbeidstager og arbeidsgiver i stor grad skulle ansvarliggjøres $.
3789,"Arbeidstagerne skulle bidra med en egenandel på 20 prosent redusert bruttolønn pr. dag i arbeidsgiverperioden ( 16 dager ) , men ingenting fra og med 17. fraværsdag .","arbeidstager skulle bidra med en egenandel på 20 prosent redusere bruttolønn pr. dag i arbeidsgiverperiode $( 16 dag $) $, men ingenting fra og med 17. fraværsdag $."
3790,Arbeidsgiverne skulle få et medfinansieringsansvar på 20 prosent av sykepengeutbetalingene fra folketrygden fra og med 17. dag og ut hele sykepengeperioden ( ett år ) .,arbeidsgiver skulle få en medfinansieringsansvar på 20 prosent av sykepengeutbetaling fra folketrygd fra og med 17. dag og ut hel sykepengeperiode $( én år $) $.
3791,"Dette kan være en besk medisin , men det er mulig at det er ingen vei utenom :","dette kunne være en besk medisin $, men det være mulig at det være ingen vei utenom $:"
3792,Dette er hva pasienten trenger .,dette være hva pasient trenge $.
3793,Men partene i arbeidslivet ønsker ikke å svelge medisinen .,men part i arbeidsliv ønske ikke å svelge medisin $.
3794,Og ingen politiske partier ser noen gevinst i å tvinge dem til å gjøre det .,og ingen politisk parti se noen gevinst i å tvinge de til å gjøre det $.
3795,IA-mysteriet er muligens ikke så mystisk likevel .,IA-mysterie være muligens ikke så mystisk likevel $.
3796,Men narrespillet har en pris og den betales av deg og meg .,men narrespill ha en pris og den betale av du og jeg $.
3797,Gi solskinnspolitikken en sjanse |,gi solskinnspolitikk en sjanse $|
3798,Enorme lidelser .,enorm lidelse $.
3799,Ny åpning .,ny åpning $.
3800,Kim Dae-jung har også etter sin død bidratt til å myke opp det anspente forholdet mellom Nord- og Sør-Korea .,Kim Dae-jung ha også etter sin død bidra til å myke opp det anspent forhold mellom Nord- og Sør-Korea $.
3801,Tiden kan nå være moden for å gi ideene hans en ny sjanse .,tid kunne nå være moden for å gi idé hans en ny sjanse $.
3802,En høytstående delegasjon fra Nord-Korea dro til Seoul for å hedre den tidligere sørkoreanske presidenten Kim Dae-jungs minne .,en høytstående delegasjon fra Nord-Korea dra til Seoul for å hedre den tidlig sørkoreansk president Kim Dae-jung minne $.
3803,De møtte også nåværende president Lee Myung-bak for første gang siden han kom til makten i Sør-Korea i fjor .,de møte også nåværende president Lee Myung-bak for første gang siden han komme til makt i Sør-Korea i fjor $.
3804,En rekke signaler fra Nord-Korea de siste ukene kan tolkes som en anledning til å gi ideene bak solskinns-politikken en ny sjanse .,en rekke signal fra Nord-Korea de sist uke kunne tolke som en anledning til å gi idé bak solskinns-politikk en ny sjanse $.
3805,Det kan gi håp til Nord-Koreas undertrykte folk .,det kunne gi håp til Nord-Korea undertrykke folk $.
3806,Kim Dae-jung mente at ikke noe kommunistisk regime lar seg endre av ytre press .,kim Dae-jung mene at ikke noen kommunistisk regime la seg endre av ytre press $.
3807,"Tvert imot er det ved samhandling med omverdenen at endring vil skje , mente han .","tvert imot være det ved samhandling med omverden at endring ville skje $, mene han $."
3808,Dette kom til uttrykk i den såkalte solskinnspolitikken overfor Nord-Korea .,dette komme til uttrykk i den såkalt solskinnspolitikk overfor Nord-Korea $.
3809,"Han greide å få til samarbeid innen industri og turisme , direkte tog- og veiforbindelse og familiegjenforeninger på tvers av den godt bevoktede grensen .","han greie å få til samarbeid innen industri og turisme $, direkte tog- og veiforbindelse og familiegjenforening på tvers av den god bevokte grense $."
3810,"Han mottok Nobels fredspris for sitt arbeid i 2000 , men fikk aldri oppleve at de grunnleggende utfordringene på den koreanske halvøy ble løst .","han motta Nobel fredspris for sin arbeid i 2000 $, men få aldri oppleve at de grunnleggende utfordring på den koreansk halvøy bli løse $."
3811,Den menneskerettslige og humanitære situasjonen i Nord-Korea er prekær .,den menneskerettslig og humanitær situasjon i Nord-Korea være prekær $.
3812,"Nord-Korea tillot at minst en million mennesker døde av sult på 1990-tallet , mens generalene prioriterte ressurser til militæret og atomvåpenprogrammet .","Nord-Korea tillate at liten en million menneske dø av sult på 1990-tall $, mens general prioritere ressurs til militær og atomvåpenprogram $."
3813,"Selv om situasjonen er noe bedret de senere år , representerer matmangel en kontinuerlig humanitær krise .","selv om situasjon være noen bedre de sen år $, representere matmangel en kontinuerlig humanitær krise $."
3814,Over 37 prosent av barna i landet er kronisk feilernært .,over 37 prosent av barn i land være kronisk feilernært $.
3815,Det er også antatt at Nord-Korea internerer rundt 200000 mennesker i politiske fangeleirer uten lovlig dom og for grunnløse anklager .,det være også anta at Nord-Korea internere rundt 200000 menneske i politisk fangeleir uten lovlig dom og for grunnløs anklage $.
3816,"Ikke bare er opposisjonelle fengslet , men også deres familiemedlemmer .","ikke bare være opposisjonell fengsle $, men også deres familiemedlem $."
3817,Både eldre og barn arresteres i tråd med et system for kollektiv skyld i tre slektsledd .,både gammel og barn arrestere i tråd med en system for kollektiv skyld i tre slektsledd $.
3818,Fangene lever under forhold vi knapt kan forestille oss .,fange leve under forhold vi knapp kunne forestille vi $.
3819,Militærdiktatoren Kim Jung-Il har de siste årene lykkes i å flytte fokuset bort fra innbyggernes lidelser og over på sine gjentatte atomvåpentrusler .,militærdiktator Kim Jung-Il ha de sist år lykkes i å flytte fokus bort fra innbygger lidelse og over på sin gjenta atomvåpentrussel $.
3820,"Da Nord-Korea for første gang gjennomførte en atomprøvesprengning i 2006 , var verden samstemt i sin fordømmelse og sanksjoner ble vedtatt gjennom FNs sikkerhetsråd .","da Nord-Korea for første gang gjennomføre en atomprøvesprengning i 2006 $, være verden samstemme i sin fordømmelse og sanksjon bli vedta gjennom FN sikkerhetsråd $."
3821,Et rammeverk for forhandlinger ble etablert gjennom de såkalte sekspartsforhandlingene .,en rammeverk for forhandling bli etablere gjennom de såkalt sekspartsforhandling $.
3822,Jeg var blant dem som håpet at dette også kunne bli en plattform for å diskutere humanitære og menneskerettslige spørsmål .,jeg være blant de som håpe at dette også kunne bli en plattform for å diskutere humanitær og menneskerettslig spørsmål $.
3823,Det viste seg å bli en haltende prosess som til slutt brøt sammen i desember i fjor .,det vise seg å bli en halte prosess som til slutt bryte sammen i desember i fjor $.
3824,"Nord-Korea har etter den tid skremt , truet og provosert omverdenen med raketter og prøvesprengninger .","Nord-Korea ha etter den tid skremme $, true og provosere omverden med rakett og prøvesprengning $."
3825,Igjen sto verden samlet i fordømmelsen .,igjen stå verden samle i fordømmelse $.
3826,Det har den siste tiden vært en rekke initiativer fra Nord-Korea som kan tyde på at militærdiktaturet nå åpner for en mer dialogrettet linje - i hvert fall overfor USA .,det ha den sist tid være en rekke initiativ fra Nord-Korea som kunne tyde på at militærdiktatur nå åpne for en mye dialogrette linje $- i hver fall overfor USA $.
3827,Kanskje har den unisone fordømmelsen bidratt til at Kim Jung-Il nå viser tegn til oppmykning ?,kanskje ha den unison fordømmelse bidra til at Kim Jung-Il nå vise tegn til oppmykning $?
3828,Nå må verdenssamfunnet jobbe samlet og målrettet for å gi solskinnspolitikkens grunnleggende ideer om dialog og engasjement en ny sjanse .,nå måtte verdenssamfunn jobbe samle og målrettet for å gi solskinnspolitikk grunnleggende idé om dialog og engasjement en ny sjanse $.
3829,Men dialogen med Nord-Korea må handle om mer enn atomvåpen ; målet må også være å bedre levekårene og respekten for menneskerettighetene i landet .,men dialog med Nord-Korea måtte handle om mye enn atomvåpen $; mål måtte også være å bedre levekår og respekt for menneskerettighet i land $.
3830,Vi kan ikke tillate at det nordkoreanske folks lidelser nok en gang havner i skyggen av atomvåpenspørsmålet .,vi kunne ikke tillate at det nordkoreansk folk lidelse nok en gang havne i skygge av atomvåpenspørsmål $.
3831,Storting nesten uten næringsliv |,storting nesten uten næringsliv $|
3832,Minstefradraget .,minstefradrag $.
3833,"Et nytt storting er på plass , men representasjon fra næringslivet forblir lav .","en ny storting være på plass $, men representasjon fra næringsliv forbli lav $."
3834,Dette taper Norge på .,dette tape Norge på $.
3835,Før valget så Norges Hovedorganisasjon på bakgrunnen til 437 sentrale kandidater fra partienes fylkeslister .,før valg se Norges Hovedorganisasjon på bakgrunn til 437 sentral kandidat fra parti fylkesliste $.
3836,"Der var fordelingen 32 prosent i privat sektor , 29 prosent heltidspolitikere , 27 prosent offentlig ansatte og 12 prosent fra frivillig sektor .","der være fordeling 32 prosent i privat sektor $, 29 prosent heltidspolitiker $, 27 prosent offentlig ansatt og 12 prosent fra frivillig sektor $."
3837,Etter valget ser vi at av 55 nye representanter kommer bare åtte fra stillinger i privat sektor .,etter valg se vi at av 55 ny representant komme bare åtte fra stilling i privat sektor $.
3838,Folket er best representert når Stortinget rommer representanter med praktisk erfaring fra alle viktige samfunnsområder .,folk være god representere når Stortinget romme representant med praktisk erfaring fra all viktig samfunnsområde $.
